Text	Label	Label ID
I was angry when my sister began to talk nonsense and to laugh at á the way I swept the room.  My anger grew (I tried to control á myself).  After telling her to leave me alone, I vented my anger á on her as she did not obey me.	anger	3
Watching the Asian Olympic game (China winning).	joy	1
The joy came to me when I heard that I was going to start a á Medical course at the Lilongwe School for Health Sciences.	joy	1
Had a nice letter from my close friend.	joy	1
I got 100 FIM too much when I changed money at the bank.  They á soon called me at my job and the situation was embarrasing for á me.	guilt	7
When I had to travel alone, unescorted for the first time.     It á was an over-night journey by train to a distant place.	fear	2
Criticized by a teacher in public.	shame	6
When the time came for me to see dead bodies and to operate on á them.	fear	2
I was unaware that I had walked the streets in torn trousers.	shame	6
We are several friends but our characters are very different and á we inevitably split in the two extremes. It is sad that I myself á don't know what to do, I try not to hurt either of the \parties\" á	sadness	4
I was sitting in a restaurant with friends and I knew that in the á meantime my girl-friend must have come to my flat and found the á door closed.	guilt	7
Some time ago a man tried to teach me something. \Tried\" because á	disgust	5
When caught shop-lifting as for shame.	guilt	7
After my boyfriend and I had separated.	sadness	4
While quarelling with a fellow worker of mine, I was vehement and á irritated and I told him what I thought of him in plain language.  á I was ashamed of myself when I met him the next day.	shame	6
When I committed a sin mentioned in ANGER. A sin of sexual á immorality.	disgust	5
After each successfully passed exam I am happy.	joy	1
The man who threw me out of the flat disgusted me.	disgust	5
When I had wrongly explained someone an important exemple for an á examination.	guilt	7
One night I had to bike home all alone after a party. Then I á found out that I was pursued by a man in a car.	fear	2
The loss of a very good friend.	sadness	4
I remember being sad whe my aunt's child died (2 days old).	sadness	4
I saw a program on T.V where they had to saw a skull for an        á operation.	disgust	5
I was on my way back from the Inter Rail, on board the ferry from á Stockholm when my father called me at 7 o'clock to tell me that my á uncle had died and that I would be seeing him off on his final á journey within four days.	sadness	4
One evening my father told me to go into the cellar and get him a á beer. I was terribly frightened at the idea of a man sitting in á the cellar and assaulting me. For my defence I took an empty á bottle with me.	fear	2
When I wasn't well prepared for a terminal exam and the teacher á tried to give me a three by asking me some very easy questions. I á burned with shame then.	shame	6
Someone (a boy) paid special attention to me.	joy	1
When I left a carnaval ball at 4 o'clock a.m. I was alone in a á foreign city and I had to go back home, when a guy appeared and á tried to \catch me\"."	fear	2
When my brother (5th in the family) passed away.	sadness	4
I asked someone to go out and she accepted right away.	joy	1
Passing a very difficult examination which I didn't expect - MCE.	joy	1
I wanted to go to Bhopal for relief work (gas tragedy).  My boss á simply refused to let me go, I was so angry that the only thought á that came to my mind was to quit the job.	anger	3
It was a shameful moment when I heard that I had failed my á Primary School leaving Certificate Exam in 1978. My girlfriend á was there when the news was released.	shame	6
A friend unjustly put the blame on me to relieve his conscience á and also spread lies for the same purpose.	disgust	5
Arguing with my younger cousin.  She is rather a nuisance but I á felt sorry.	guilt	7
After my girlfriend had taken her exam we went to her parent's á place.	joy	1
Before Uni started, I had to leave home and take up residence in á Brisbane (the \big smoke\") leaving home, my family, and moving to á	fear	2
I read a book about the sexual phantasies of women; I read about á a woman having sexual intercourse with a dog.	disgust	5
When I heard that there is teasing and bulling at Secondary á School.	fear	2
